781,0.5119685932600941,16,7
781,0.5119685932600941,16,8
626,0.5487707086407823,16,7
162,0.5413352273911854,16,4
449,0.5072013269933593,16,9
223,0.5228784198118371,16,6
232,0.5492628644299645,16,5
379,0.509795246416483,16,7
379,0.509795246416483,16,8
416,0.5222440198052968,16,3
531,0.5056755384632049,16,5
206,0.5195907167054826,16,1
410,0.5182588167015856,16,3
473,0.5041778896277007,16,8
99,0.5247660847527233,16,4
19,0.5009778241533556,16,3
149,0.519135850906226,16,4
69,0.5179936943488023,16,3
239,0.5241781329943227,16,6
229,0.5014213861889825,16,6
348,0.5170283027475125,16,1
696,0.5250704480021084,16,6
89,0.5182286452946263,16,4
557,0.5049293816203193,16,4
673,0.5400036414351561,16,7
14,0.5221193726934186,16,2
136,0.528304704686573,16,1
372,0.5050404909765259,16,5
399,0.5327254828469103,16,3
25,0.5166696146197052,16,2
525,0.523497803612035,16,4
703,0.5495827094372459,16,7
95,0.5369652501435888,16,4
639,0.536729498986508,16,6
639,0.536729498986508,16,7
731,0.5003818076933003,16,8
22,0.5093105280236588,16,1
29,0.5049214896712252,16,3
266,0.5443416988781298,16,5
421,0.5070742012156816,16,8
436,0.5280353104350954,16,7
512,0.5403778408439531,16,9
523,0.5448539903512575,16,8
767,0.5030869267288208,16,6
48,0.5297361011406332,16,3
159,0.5040298111696179,16,5
582,0.5117495081303763,16,7
766,0.5350626434799988,16,7
165,0.5331872095274716,16,3
405,0.5488407528954138,16,9
482,0.5339961593842718,16,3
576,0.5417495082224716,16,7
622,0.5395259926383615,16,5
57,0.5296272767397415,16,5
267,0.5333920128467384,16,6
276,0.5377406212751085,16,2
302,0.5325187723240263,16,5
309,0.5421254797135978,16,7
346,0.5327545100896661,16,2
490,0.524810752886543,16,2
490,0.524810752886543,16,3
652,0.5144210544571994,16,8
114,0.5284777001652374,16,1
114,0.5284777001652374,16,2
454,0.5107366633475071,16,3
503,0.5232236260981468,16,9
509,0.5376735094745705,16,4
599,0.5069590591321358,16,4
686,0.5383532909182251,16,9
774,0.5413419418685561,16,8
26,0.5159168036185202,16,1
68,0.5346089258750826,16,2
140,0.5035696128167255,16,3
420,0.5231374379056175,16,3
442,0.5282556172524528,16,7
580,0.5246831974933622,16,8
761,0.5419711421542258,16,9
35,0.545944853497762,16,2
158,0.5012290819215032,16,4
161,0.5366408490686964,16,1
236,0.508631633793587,16,3
304,0.5078436678291298,16,6
455,0.5484003999044078,16,5
486,0.5272413878490674,16,3
589,0.5008557242133989,16,10
669,0.5118324707190784,16,5
690,0.5163159447107877,16,7
697,0.513525880542507,16,10
724,0.5472354103029321,16,8
735,0.5476221407244029,16,8
226,0.531007243270646,16,3
231,0.5363570048962811,16,1
235,0.5366871287649406,16,6
433,0.5114763821492959,16,3
651,0.5206001723955122,16,8
733,0.5377791942698721,16,9
62,0.5371733941490395,16,2
146,0.5051453515013533,16,2
195,0.5363403615568368,16,3
495,0.5335244307598679,16,8
515,0.5367502185239659,16,10
521,0.5184392760673346,16,6
633,0.5492645169602018,16,6
739,0.5115053576086959,16,6
169,0.5166033777929403,16,6
301,0.5295792538897316,16,3
336,0.5452815390811733,16,6
422,0.5057829818227295,16,6
480,0.5003439589447395,16,5
646,0.5429615326771505,16,8
649,0.536845871674854,16,7
721,0.5001616450772776,16,9
721,0.5001616450772776,16,10
723,0.5478632735973402,16,8
87,0.5245615816163567,16,1
254,0.5037464964081892,16,6
289,0.517581730638911,16,7
550,0.5012194455592207,16,5
617,0.5229473895767657,16,9
661,0.5009693884606792,16,10
728,0.5173816315155289,16,8
20,0.5320915658572446,16,3
67,0.5433730285604287,16,1
299,0.5048587456734892,16,7
341,0.5454973831502622,16,8
374,0.5005145808518912,16,6
376,0.5462484554417341,16,4
400,0.5074768037781706,16,6
445,0.5155179832394405,16,9
457,0.503048662018239,16,3
604,0.5349426174723859,16,10
630,0.5147596158672376,16,6
698,0.5038392141099391,16,5
718,0.5158892036413796,16,8
50,0.504590077023905,16,3
178,0.5052126066293844,16,2
225,0.5492491659546064,16,4
347,0.542260692476693,16,4
384,0.5156711967785305,16,4
406,0.5480969849125242,16,9
494,0.5432373498790217,16,6
634,0.5206594737996235,16,9
715,0.5221190936330307,16,10
11,0.5362311925051085,16,1
85,0.5002374370658168,16,4
199,0.5081868809134987,16,2
234,0.5329375346948358,16,5
261,0.5186884071166029,16,2
333,0.5095605728286372,16,8
413,0.5286361624924417,16,5
432,0.5171374681139345,16,8
477,0.5285571852341882,16,10
595,0.5131645480154021,16,5
